height,weight,highestEducation,wages,drinkingOrSmoke,Appearance,dressStyle,lovers,sports,tatoo,houses,hookUp,judgement
169.1,60.4,2,2,3,4,1,0,2,0,0,0,0
186.1,57.4,2,0,1,6,3,0,1,0,2,0,1
170.8,65.0,3,0,0,6,3,0,0,0,0,1,1
180.4,59.3,2,0,0,4,1,1,1,0,1,1,0
183.2,65.3,2,3,1,7,3,2,0,0,2,1,2
170.7,63.0,2,2,1,5,3,0,3,0,1,1,1
174.1,64.0,0,1,1,5,2,1,1,2,1,0,0
162.2,70.1,2,2,1,4,2,1,1,0,3,0,2
168.6,68.3,3,5,1,4,1,1,1,0,0,1,2
175.5,65.1,2,2,1,6,3,1,1,0,1,0,1
172.8,62.8,2,0,3,4,3,1,1,0,1,0,0
183.8,65.9,2,2,1,5,2,1,0,1,0,3,0
172.4,74.9,2,3,2,5,3,1,2,0,1,1,0
174.9,62.3,2,2,2,7,1,0,1,0,1,1,2
171.4,51.2,1,2,0,8,2,0,1,4,1,0,2
179.2,64.5,2,4,0,6,1,0,0,1,0,0,1
177.3,62.8,2,2,1,6,1,0,1,5,1,1,1
172.1,70.8,2,2,1,5,2,2,1,2,0,1,0
170.8,74.9,3,0,0,4,1,0,0,0,1,0,0
178.8,63.7,1,2,3,7,1,0,2,0,0,0,2
173.8,60.3,1,2,1,4,3,1,0,8,1,0,0
177.1,72.2,3,2,1,4,2,1,3,0,1,0,0
168.4,62.1,2,1,3,5,2,0,1,0,1,0,0
172.0,64.4,1,3,1,6,2,1,0,6,0,1,1
176.8,67.0,4,2,3,3,3,3,1,2,1,0,0
175.1,56.2,2,0,3,3,2,1,1,0,0,0,0
174.5,55.2,1,2,1,5,2,0,1,6,2,1,1
176.8,65.8,3,3,3,5,1,0,2,0,1,0,0
178.5,70.4,1,4,1,5,1,1,0,0,0,0,1
172.0,66.4,1,2,3,3,2,0,3,0,3,0,2
171.3,65.0,1,2,1,5,1,0,0,4,0,0,0
164.3,62.3,3,2,3,4,3,1,1,0,2,0,1
175.6,66.4,2,0,2,4,3,2,2,0,1,0,0
172.4,59.5,1,5,3,5,3,1,1,0,0,0,2
175.4,70.6,4,2,1,6,2,0,1,0,1,0,1
174.9,56.8,2,2,1,4,1,0,0,10,0,0,0
172.0,67.6,3,1,0,4,2,0,1,2,1,0,0
178.3,58.7,1,2,3,6,3,0,1,6,0,0,1
170.1,59.4,3,0,1,4,1,1,1,0,1,0,0
178.9,63.8,1,2,1,4,2,2,1,9,1,0,0
174.9,62.2,2,3,0,4,1,1,1,0,0,0,0
168.3,68.2,0,2,1,5,1,1,2,0,1,0,0
174.9,66.1,1,3,0,4,1,0,1,1,0,0,0
175.2,61.2,3,2,1,4,1,0,1,6,0,0,0
174.9,63.7,2,1,2,3,2,1,1,0,0,0,0
175.6,64.2,3,5,2,7,1,0,1,0,1,1,2
174.2,61.5,3,0,1,4,2,1,0,0,0,0,0
178.7,74.3,1,4,1,5,2,2,1,6,0,0,1
174.2,68.9,2,2,3,4,1,1,0,9,0,0,0
173.0,65.7,2,3,0,4,2,1,1,0,1,0,0
170.3,61.6,0,1,0,5,3,0,2,0,0,0,0
167.1,63.0,2,0,1,5,1,0,3,1,0,1,0
166.4,63.0,1,2,1,3,1,1,2,0,1,1,0
173.9,67.3,2,1,3,6,2,1,0,0,2,0,1
180.8,55.6,3,2,1,5,1,1,0,3,1,1,0
174.9,66.7,2,2,0,4,2,0,1,0,0,0,0
175.8,60.4,2,5,1,6,3,1,1,0,1,0,2
182.7,61.2,2,5,3,6,3,1,0,0,1,0,2
178.3,68.6,2,0,0,5,3,1,0,0,3,1,2
178.2,51.8,2,5,3,4,3,3,1,10,1,0,2
178.6,59.9,2,2,0,4,2,0,1,7,1,0,0
170.4,63.1,2,2,2,5,3,1,0,8,0,0,0
168.0,65.6,2,1,1,5,3,1,0,0,0,0,0
169.3,69.1,1,2,2,4,3,2,2,5,0,1,0
176.0,51.7,2,2,1,6,3,0,0,1,0,1,1
176.1,53.7,2,3,1,5,1,0,2,0,2,0,1
169.4,60.3,2,5,1,6,3,0,0,0,1,0,2
168.2,68.1,2,2,1,5,2,0,0,8,0,0,0
169.3,67.4,2,2,3,5,2,0,2,0,0,0,0
174.8,68.3,2,2,2,7,2,1,1,0,2,1,2
186.7,68.3,2,2,0,4,2,1,0,0,1,0,0
179.3,61.7,0,2,2,5,3,1,2,0,0,0,0
176.2,67.7,2,0,1,4,2,1,0,0,1,0,0
171.5,63.9,3,3,0,4,1,1,2,10,1,0,0
177.6,66.7,1,0,1,5,1,2,0,3,0,0,0
179.3,60.8,0,5,1,5,3,1,2,0,2,1,2
171.9,65.5,1,2,1,4,1,1,0,9,1,1,0
167.5,60.6,2,4,0,6,3,0,1,0,1,1,1
172.9,61.1,3,5,1,5,2,1,2,0,1,0,2
169.2,66.5,2,2,1,6,3,1,1,8,2,0,1
177.0,56.7,1,2,0,5,3,0,2,0,2,1,1
171.5,63.7,2,0,3,3,3,1,1,2,0,0,0
182.6,70.9,1,2,3,5,3,1,2,0,0,0,0
180.7,64.9,1,0,3,3,1,0,1,0,1,0,0
169.9,58.3,3,3,0,5,2,2,0,0,1,0,0
169.5,64.4,1,1,0,5,3,3,2,0,1,3,0
178.6,65.1,2,1,3,4,3,0,1,0,0,0,0
181.9,58.8,2,2,3,4,3,0,1,9,1,0,0
169.5,58.3,1,5,1,6,3,1,3,0,1,0,2
176.7,60.7,4,2,0,3,2,1,1,3,0,0,0
175.1,62.4,3,2,0,5,2,0,0,0,0,2,0
183.6,70.1,3,0,0,5,1,1,0,5,0,1,0
176.1,70.5,2,2,2,5,1,1,1,0,0,0,0
163.8,63.8,2,2,1,5,3,1,1,0,0,0,0
176.9,63.5,2,3,1,5,1,1,0,5,1,1,0
177.3,71.2,2,0,1,6,1,1,1,0,2,0,1
173.1,64.2,2,2,0,7,2,2,2,0,3,0,2
171.6,63.9,0,2,3,5,3,0,1,0,1,0,0
173.5,63.9,2,4,1,6,3,1,1,0,2,0,1
173.5,50.9,2,2,1,4,2,1,1,0,1,0,0
169.6,59.9,2,2,1,5,1,0,3,0,1,0,0
169.0,58.8,1,4,1,7,3,1,1,0,0,0,2
177.4,71.5,1,2,0,5,3,2,1,0,0,1,0
170.1,63.9,4,4,0,6,2,2,0,0,0,1,1
180.8,62.7,2,0,3,6,2,0,1,0,0,0,1
168.5,60.3,1,5,3,5,1,1,2,0,0,1,2
179.3,59.2,2,1,1,5,1,0,2,7,1,0,0
175.6,54.5,4,0,2,6,3,1,0,4,1,1,1
170.6,61.5,2,2,3,6,2,2,3,0,0,1,1
174.3,68.3,0,2,0,4,3,1,1,0,3,0,2
172.8,61.6,3,5,1,5,2,2,1,0,2,0,2
177.2,64.1,1,1,1,4,3,1,1,0,1,0,0
167.9,65.1,2,4,0,4,1,1,0,0,0,0,1
173.9,61.5,3,2,3,5,2,1,1,6,0,1,0
159.1,61.6,1,2,3,5,3,0,1,0,1,0,0
169.8,54.9,2,2,3,4,1,2,1,0,0,0,0
174.5,62.0,1,2,2,5,3,3,0,5,1,0,0
173.7,72.2,2,4,3,6,2,1,0,0,1,0,1
171.7,66.1,2,2,1,4,2,1,0,0,0,0,0
180.9,76.3,2,2,2,4,2,0,0,7,0,0,0
173.1,60.3,2,2,1,4,3,1,1,0,1,0,0
180.6,64.9,1,2,1,7,3,1,2,0,2,0,2
179.4,70.6,2,3,1,2,1,1,3,0,1,1,0
176.4,65.0,2,1,0,5,3,1,2,1,1,0,0
174.7,63.5,2,3,1,4,3,2,2,0,1,0,0
176.0,61.7,2,1,1,4,1,1,2,2,0,1,1
172.5,61.6,3,2,1,6,1,1,3,0,0,0,1
176.9,63.0,4,2,1,5,3,0,1,0,1,0,0
169.2,67.5,2,2,1,5,1,1,1,10,1,1,0
180.3,63.4,4,1,0,4,1,1,2,9,0,1,1
175.4,64.4,1,4,1,7,3,2,1,9,3,0,2
184.9,67.4,2,0,1,5,1,1,2,0,1,0,0
179.6,69.1,2,2,2,5,3,1,1,9,1,2,0
168.3,67.4,1,3,1,3,2,1,3,0,1,0,0
168.6,66.2,1,2,0,6,2,1,1,0,0,0,1
178.5,62.6,2,3,0,4,2,1,0,0,0,1,0
168.4,61.9,2,0,1,5,1,0,1,0,0,0,0
180.6,61.6,0,0,3,5,3,0,1,4,1,0,0
181.5,62.3,3,2,1,4,1,1,1,0,0,0,0
170.6,63.7,2,1,2,4,1,1,3,0,1,0,0
172.1,65.9,2,2,0,4,2,2,1,0,1,0,0
167.7,64.7,1,3,3,4,2,0,1,0,0,1,0
178.9,60.2,3,3,3,5,3,0,1,0,1,0,0
177.2,68.4,1,1,1,6,2,1,0,9,1,0,1
172.7,67.0,1,5,1,5,3,1,0,5,0,0,2
166.4,62.6,1,3,1,3,3,0,0,0,0,0,0
178.2,68.6,2,2,1,3,3,2,3,0,2,0,1
180.0,66.1,1,4,1,5,2,1,1,0,2,0,1
179.1,70.2,4,1,0,4,1,1,1,0,3,0,2
172.1,63.7,1,3,3,5,1,2,2,8,1,1,0
174.7,68.7,2,2,1,7,3,2,0,0,0,1,2
174.7,66.7,2,2,1,5,1,3,0,4,1,0,0
180.6,68.7,3,5,0,4,3,0,1,0,0,1,2
177.9,54.4,2,2,0,6,2,2,1,6,2,1,1
175.4,68.5,1,2,3,4,2,1,2,0,0,0,0
175.5,76.2,3,1,0,4,3,0,3,0,1,0,0
171.7,65.2,2,0,3,6,3,1,2,4,0,1,1
174.6,65.1,2,0,1,4,1,1,0,0,1,1,0
179.1,62.4,1,1,2,5,3,1,2,0,0,0,0
173.8,58.6,1,3,1,5,1,0,3,0,0,0,0
171.2,70.5,1,2,3,5,3,1,1,0,2,0,1
174.0,72.1,1,2,1,5,1,2,2,2,1,0,0
176.5,63.0,2,2,1,7,3,0,2,7,0,0,2
178.9,60.2,2,2,1,5,3,1,0,7,1,0,0
169.9,62.9,3,2,1,4,1,0,0,0,0,0,0
173.6,56.6,1,1,1,4,2,1,1,1,1,2,0
175.9,61.2,2,0,0,6,1,2,0,4,2,1,1
175.8,69.4,1,2,0,7,1,1,2,0,2,0,2
178.4,61.9,2,1,1,5,1,1,0,0,3,0,2
185.5,66.3,1,4,2,4,2,1,1,0,3,0,2
164.0,65.5,1,2,1,3,3,1,2,0,1,0,0
168.6,64.3,2,5,1,5,2,2,2,0,1,0,2
175.8,72.3,4,2,2,4,3,1,2,0,0,1,0
158.8,59.6,1,0,0,5,3,1,0,0,3,0,2
182.0,53.9,3,1,1,4,3,1,3,0,2,0,2
175.3,69.0,2,2,3,3,1,2,0,0,2,1,1
178.1,63.3,2,2,1,5,2,0,0,0,1,0,0
168.1,63.2,2,1,1,6,3,1,2,8,2,0,1
172.8,70.1,1,2,1,4,2,0,0,0,1,0,0
173.5,56.9,2,3,1,4,3,2,0,0,1,0,0
169.3,67.4,2,2,3,6,2,1,3,4,2,1,1
176.0,72.4,3,2,1,5,1,0,3,8,0,1,0
178.5,63.7,1,4,2,3,2,2,2,0,1,0,1
176.4,72.3,1,3,2,4,1,1,2,0,2,0,1
168.9,67.5,2,5,2,5,3,2,1,0,3,1,2
169.5,72.1,2,4,1,5,2,1,0,0,1,0,1
172.4,64.6,2,2,3,5,1,2,0,0,0,0,0
176.3,61.2,2,2,0,5,3,1,0,0,0,0,0
178.4,67.7,2,2,3,6,3,3,0,0,3,0,2
170.7,58.3,2,2,1,6,2,2,1,0,1,0,1
171.4,63.1,2,2,0,5,2,1,1,8,2,0,1
165.8,60.0,1,0,1,6,3,1,1,4,3,0,2
177.6,59.9,3,2,1,6,1,1,2,7,0,0,1
169.3,63.9,1,2,1,4,3,2,1,0,1,0,0
170.0,58.6,2,4,3,7,2,0,3,0,1,0,2
169.4,59.9,1,2,3,4,2,1,1,0,0,0,0
174.5,58.8,1,0,3,3,2,1,1,0,0,0,0
171.4,64.9,2,2,0,6,2,0,3,10,1,1,1
170.5,62.7,0,2,1,6,3,0,1,0,0,2,1
176.7,64.7,0,1,0,5,2,0,0,5,1,1,0
170.2,53.0,2,4,3,5,2,0,3,7,0,2,1
187.0,76.9,4,0,0,5,2,3,0,9,0,0,0
170.4,65.4,3,0,0,7,1,0,0,0,0,1,2
175.1,64.7,4,2,1,5,3,0,2,0,1,1,1
166.8,72.8,2,3,1,6,1,0,0,0,0,0,1
166.8,62.6,1,1,3,6,2,1,1,10,2,0,1
164.2,72.0,1,3,1,6,3,1,1,0,1,0,1
180.8,70.1,2,2,1,4,1,0,1,0,2,0,1
180.2,52.6,1,1,0,5,3,1,3,0,1,1,2
169.5,65.0,3,4,2,5,3,2,3,0,1,0,1
168.9,66.0,1,1,0,4,1,1,2,0,0,0,0
167.1,63.0,3,4,2,4,1,1,0,0,0,1,1
164.3,59.0,2,1,1,6,3,0,2,7,1,0,1
173.9,60.8,1,2,3,4,2,0,1,6,1,1,0
172.1,74.7,2,2,3,4,1,0,0,0,0,0,0
175.0,68.8,1,4,0,5,3,2,2,0,0,2,1
167.6,65.7,3,4,1,4,1,0,1,0,0,1,1
176.9,65.2,3,0,1,5,2,1,1,9,0,0,0
174.0,57.3,1,5,1,5,3,1,2,7,0,0,2
172.3,64.2,1,2,1,5,3,2,1,2,1,1,0
172.2,59.1,1,0,3,5,2,2,0,3,0,0,0
176.0,72.4,2,3,1,5,3,0,1,2,1,0,0
174.9,72.5,0,4,0,5,3,1,1,0,0,0,1
174.4,63.3,2,0,2,4,1,1,3,0,1,0,0
175.5,54.8,2,2,1,5,1,1,1,6,1,0,0
170.2,66.7,2,2,3,5,2,0,1,0,0,1,0
167.3,68.5,2,3,3,5,1,1,0,0,1,0,0
157.8,66.4,2,0,0,6,2,0,1,0,1,0,1
171.1,71.4,2,2,1,8,1,1,2,0,1,0,2
178.0,67.3,2,2,1,7,3,1,2,0,0,0,2
171.4,59.7,1,2,3,5,2,0,2,3,1,0,0
170.8,55.6,1,2,0,4,3,1,1,0,0,1,0
172.6,74.8,2,2,3,7,2,0,1,2,2,0,2
170.4,63.2,2,4,1,4,1,2,2,0,0,0,1
169.4,69.6,1,3,1,6,2,1,2,0,3,0,2
177.7,66.1,2,1,1,4,1,1,0,7,1,0,0
173.0,62.5,2,2,3,4,1,2,1,0,1,0,0
170.9,65.7,3,0,1,4,3,2,3,0,2,0,1
170.3,57.5,2,2,1,6,2,1,0,0,3,0,2
169.0,62.2,4,4,0,3,3,0,2,0,0,0,1
178.1,70.6,1,2,2,4,1,1,1,0,1,1,0
165.2,58.7,1,2,2,4,2,0,2,0,0,0,0
166.0,66.6,2,2,1,7,3,1,1,6,1,1,2
168.3,57.3,3,0,3,4,3,0,1,6,2,0,1
177.4,72.0,1,2,3,3,1,1,0,0,2,0,1
173.9,59.8,1,2,1,5,3,2,3,2,3,1,2
167.9,60.1,2,0,0,5,3,1,1,10,1,0,0
179.4,61.2,2,1,3,6,2,0,0,0,1,1,1
170.9,55.7,1,2,1,6,2,1,2,0,1,0,1
172.9,71.4,2,3,2,7,2,1,0,0,0,0,2
177.8,66.4,1,2,0,7,2,1,1,0,1,0,2
170.5,60.5,1,1,1,3,3,0,2,10,0,0,0
174.3,77.7,2,0,1,6,3,0,2,0,1,0,1
175.8,66.3,3,0,1,4,1,1,1,0,0,0,0
173.7,59.1,0,2,1,5,3,2,1,0,0,1,0
178.7,63.2,2,3,1,2,3,2,1,10,1,0,0
171.0,66.9,3,2,3,3,3,1,2,3,1,0,0
175.8,65.4,2,1,0,3,1,0,1,0,0,3,0
168.5,63.7,2,0,3,5,3,0,0,1,0,0,0
172.3,65.4,2,4,1,4,2,1,1,0,0,0,1
170.9,61.1,2,0,0,6,1,1,1,0,0,0,1
166.3,57.1,3,2,1,3,1,1,3,0,1,0,0
170.3,65.3,1,4,1,5,1,2,0,0,1,0,1
174.4,60.6,1,3,2,5,2,2,0,1,0,0,0
172.0,70.9,4,2,0,4,3,0,1,0,0,1,0
176.7,64.5,2,2,0,5,2,1,1,6,0,0,0
169.9,63.1,1,3,3,6,2,0,0,0,1,0,1
169.4,60.7,1,2,2,3,3,1,0,0,1,0,0
174.5,54.0,2,2,0,5,3,1,1,0,2,0,1
167.7,56.7,2,5,1,6,2,1,2,6,0,0,2
177.4,66.5,4,2,1,4,2,0,0,4,1,0,0
176.8,60.3,1,0,3,6,3,0,2,4,0,0,1
177.6,64.7,1,2,3,6,2,1,1,0,0,3,1
177.0,68.7,1,2,0,6,2,0,2,0,0,0,1
174.6,61.4,2,5,1,4,1,1,1,0,1,0,2
169.2,59.3,1,2,1,4,1,0,1,7,1,0,0
170.2,55.2,2,2,1,4,2,1,1,0,1,0,0
176.3,65.4,1,2,1,5,3,0,1,2,1,1,0
171.6,54.6,1,2,3,5,2,0,0,0,0,1,0
171.1,61.2,1,2,1,6,1,1,3,0,0,0,1
174.7,62.4,2,2,0,5,1,0,3,4,0,1,1
184.0,65.8,0,2,3,6,1,1,0,0,0,1,1
175.5,59.6,0,2,1,5,3,1,2,0,0,0,0
165.9,57.6,2,2,1,6,2,2,2,0,3,0,2
184.3,65.1,2,0,0,6,3,1,1,9,1,0,1
169.7,64.9,2,2,0,5,1,1,2,0,1,0,0
172.7,64.8,1,2,3,6,2,0,1,9,2,0,1
169.8,65.3,1,3,0,3,3,1,2,8,1,0,0
171.6,61.5,2,3,2,6,3,2,2,0,1,0,1
172.9,65.1,1,1,1,4,1,2,2,0,0,0,0
183.1,67.5,2,2,1,5,3,1,1,0,1,0,0
171.7,54.0,2,2,3,5,3,3,1,0,1,1,0
172.1,52.9,2,2,1,5,2,1,3,0,0,1,1
168.4,76.3,2,2,0,6,2,1,2,0,0,1,1
176.2,70.4,2,3,1,5,3,0,3,2,2,0,1
177.4,60.9,2,3,3,4,2,1,1,1,0,0,0
165.8,58.5,2,2,1,7,3,1,0,0,3,0,2
174.0,66.0,3,2,1,5,1,0,1,0,1,0,0
174.2,61.4,3,0,1,4,3,1,3,0,1,2,0
168.3,65.4,1,2,1,5,2,0,1,3,1,0,0
183.7,68.3,1,0,1,4,3,0,1,0,1,0,0
175.2,57.8,1,2,2,5,1,1,0,0,0,0,0
178.5,61.0,2,0,0,5,1,0,0,0,0,1,0
180.6,58.9,1,5,1,6,3,1,1,0,3,0,2
177.2,66.5,2,5,1,2,1,0,0,8,2,1,2
174.4,64.6,1,2,0,5,1,1,0,0,1,0,0
170.1,61.0,4,2,1,6,1,1,0,0,0,0,1
177.0,60.6,1,0,1,6,1,2,3,0,2,1,1
176.7,64.5,1,4,3,6,3,1,1,0,1,0,1
168.3,54.9,2,2,1,4,2,0,0,0,1,0,0
175.4,57.9,2,2,1,6,2,0,1,0,1,1,1
177.1,62.9,3,1,2,5,1,1,1,0,1,0,0
170.7,66.1,1,0,2,4,2,3,1,5,1,0,0
183.5,64.3,0,2,0,4,3,1,1,0,0,1,0
171.7,57.5,1,3,0,6,1,1,1,0,0,0,1
174.7,61.7,3,2,3,7,1,1,0,0,1,0,2
166.3,63.9,2,4,1,5,1,0,1,8,2,0,1
182.9,61.4,2,2,2,5,3,1,0,0,1,0,0
168.4,66.2,2,2,1,5,2,2,2,1,1,0,0
180.7,71.8,3,2,1,4,3,1,0,0,0,0,0
178.5,61.3,2,0,3,5,2,1,0,0,0,0,0
173.7,59.0,2,0,2,6,3,1,2,0,1,0,1
168.2,64.0,1,0,1,5,1,1,2,0,1,0,0
168.5,69.9,2,2,1,5,1,3,1,4,2,0,1
177.3,61.9,2,2,2,3,2,1,2,0,1,0,0
175.4,62.8,1,2,1,6,1,0,2,0,0,0,1
177.9,59.1,1,2,0,4,2,1,2,0,1,0,0
167.4,61.7,3,2,1,4,2,1,1,10,2,0,1
169.5,59.4,1,2,1,5,1,1,1,0,0,1,0
183.4,67.6,2,2,1,6,1,1,0,0,0,0,1
160.2,66.3,1,2,0,6,2,1,0,9,0,1,1
173.6,69.9,0,1,0,4,2,2,1,0,1,0,0
173.0,60.2,1,1,1,6,2,2,2,4,2,0,1
171.5,74.0,2,2,1,3,3,1,0,9,1,0,0
176.3,63.1,0,2,1,7,3,2,1,0,1,1,2
166.7,59.2,0,2,1,4,2,1,1,5,1,0,0
177.1,58.4,2,3,1,6,1,1,0,0,0,0,1
175.0,62.7,3,2,1,4,3,0,1,0,2,0,1
174.0,57.7,2,1,1,4,1,1,3,3,3,1,2
174.9,71.1,2,1,1,5,3,1,0,5,0,1,0
175.7,56.6,2,4,1,5,2,3,0,0,1,1,1
176.4,59.0,1,3,3,4,1,1,1,0,0,0,0
168.7,59.0,2,1,1,6,2,0,2,0,2,0,1
169.8,65.7,3,2,0,7,1,0,2,0,2,0,2
174.7,61.0,1,2,1,5,2,0,3,0,2,0,1
180.5,60.5,3,2,1,6,1,0,1,0,1,0,1
189.5,71.6,2,2,0,4,3,1,0,4,0,0,0
173.8,70.3,2,2,3,4,2,1,2,0,1,0,0
172.9,72.3,3,5,1,5,3,1,1,0,2,0,2
178.4,55.2,3,2,0,5,3,2,2,0,1,0,0
174.1,64.2,2,3,1,5,1,3,0,3,0,0,0
173.7,63.5,2,2,3,4,2,2,0,0,2,3,1
171.5,64.7,0,0,2,6,2,1,1,7,0,1,1
164.2,72.0,0,2,2,5,1,1,2,0,1,0,0
169.2,58.1,2,3,1,4,1,0,1,0,2,0,1
178.0,67.8,2,2,1,6,2,0,0,2,0,0,1
181.5,61.1,1,2,1,5,3,1,2,0,0,0,0
174.4,71.5,0,1,1,6,3,0,1,0,0,0,1
175.4,58.7,2,2,1,6,3,1,3,0,3,0,2
168.2,68.3,1,0,1,6,1,1,1,0,1,1,1
181.0,60.7,2,2,0,6,3,0,0,1,0,0,1
170.0,61.9,1,2,1,5,2,0,2,10,3,0,2
171.1,68.3,0,4,1,5,2,1,1,0,2,0,1
180.8,66.5,2,0,1,4,1,1,0,0,0,2,0
174.9,59.6,3,3,1,5,3,1,0,0,3,0,2
171.6,67.5,1,4,1,4,1,1,0,0,0,1,1
175.5,67.7,1,0,3,5,2,1,2,1,0,0,0
169.1,60.1,2,2,3,4,3,2,0,0,1,1,0
176.5,65.6,3,2,3,5,2,1,1,1,2,0,1
180.7,66.1,1,1,3,4,2,1,0,0,0,0,0
176.7,64.6,1,0,1,6,2,1,3,0,0,0,1
179.3,57.0,2,2,0,5,3,0,1,10,0,0,0
175.0,57.3,2,0,1,5,1,0,0,4,1,0,0
163.2,60.4,4,2,1,4,3,0,1,7,1,1,0
164.5,59.8,1,0,2,5,1,0,0,0,1,1,0
173.4,64.5,2,2,1,7,3,1,1,1,0,0,2
165.1,66.1,2,2,2,3,2,2,1,4,3,0,2
184.3,69.3,2,1,3,6,2,0,2,0,0,1,1
179.0,69.4,1,3,1,4,2,1,0,0,0,3,0
172.5,59.7,4,0,1,6,1,1,3,0,1,3,1
180.0,68.2,1,2,3,5,3,0,2,7,1,0,0
182.6,56.0,2,2,3,3,2,1,0,0,0,0,0
168.8,57.7,1,1,1,7,3,2,2,0,1,0,2
163.9,67.7,2,2,1,3,3,1,0,0,1,0,0
183.0,69.5,2,0,1,6,3,1,0,0,2,0,1
170.6,61.5,0,5,1,6,2,1,1,0,2,0,2
180.0,66.9,1,4,1,5,3,3,2,0,0,0,1
173.5,66.9,2,2,3,6,1,1,2,2,1,1,1
178.6,64.1,1,0,2,6,1,1,2,5,0,1,1
171.9,61.0,2,2,1,4,2,1,3,2,0,0,0
172.5,66.3,2,2,1,6,3,2,3,0,0,1,1
175.7,57.8,2,0,1,3,1,1,1,0,0,0,0
179.2,57.9,3,2,1,5,3,0,0,0,0,3,0
168.8,56.4,0,3,0,6,3,1,0,0,1,0,1
170.3,64.3,1,0,1,5,1,0,1,0,2,0,1
180.8,65.6,3,2,3,5,3,0,0,0,1,0,0
173.6,59.3,3,2,0,5,3,1,0,0,0,0,0
176.7,64.5,1,0,1,5,3,0,0,1,1,0,0
168.9,60.0,1,4,0,5,3,1,2,0,0,1,1
179.8,50.9,3,2,1,5,2,1,1,0,2,0,1
169.1,56.6,2,2,0,4,3,0,1,0,1,0,0
172.8,67.5,3,2,0,6,1,1,3,8,0,0,1
174.7,68.5,1,3,0,5,1,0,1,4,1,0,0
177.4,66.1,2,2,1,6,1,1,1,0,1,0,1
172.7,64.8,2,2,2,5,1,3,1,7,0,0,0
175.6,57.5,2,2,1,4,2,1,0,0,0,0,0
168.2,71.2,4,2,1,6,2,1,1,0,0,1,1
176.6,54.2,1,2,1,6,1,0,0,7,1,1,1
170.2,54.8,2,2,0,3,3,2,3,2,1,0,0
172.6,73.9,2,1,3,5,2,1,1,5,0,0,0
164.6,66.7,1,1,1,7,3,3,2,0,1,0,2
168.1,61.0,2,0,1,3,2,0,2,10,0,0,0
174.8,63.6,4,3,1,4,1,1,1,0,1,1,0
173.2,69.6,1,0,1,5,1,1,0,8,1,1,0
177.5,58.7,2,2,1,4,3,2,1,8,0,1,0
175.1,66.0,2,2,2,5,1,2,1,0,0,0,0
175.3,64.6,4,5,1,5,2,1,0,0,0,0,2
176.4,55.0,2,2,0,6,1,0,1,0,0,0,1
164.8,56.6,4,2,1,4,1,1,1,3,0,0,0
166.6,61.1,1,0,1,5,2,0,0,0,1,0,0
173.0,62.7,1,0,0,5,2,1,1,0,0,0,0
170.1,60.7,2,2,1,6,3,1,2,1,1,1,1
172.8,66.2,2,4,1,5,1,1,1,0,1,1,1
165.6,64.9,2,1,1,6,2,0,1,6,0,0,1
178.1,61.4,1,4,3,5,2,2,1,9,1,0,1
164.5,67.7,3,2,3,5,3,1,0,0,0,1,0
182.0,64.0,3,3,0,3,2,0,1,5,2,0,1
180.6,72.3,1,2,1,4,1,1,1,0,2,2,1
175.9,62.4,1,2,1,5,2,0,3,2,3,0,2
180.8,61.5,1,3,1,6,2,0,1,0,3,1,2
185.6,66.6,2,2,1,4,3,3,0,4,0,0,0
169.2,69.8,3,2,1,4,2,2,1,2,1,2,0
163.5,71.0,1,2,2,5,1,1,0,0,1,1,0
167.1,64.1,2,2,1,5,1,0,2,0,0,0,0
176.6,66.8,0,2,3,5,1,0,1,6,0,0,0
171.3,62.3,2,5,3,5,1,1,2,0,1,1,2
176.6,67.6,1,2,1,6,2,1,1,0,1,0,1
175.1,70.0,2,2,1,6,2,1,0,0,1,0,1
183.6,64.3,2,3,1,5,2,1,0,0,2,0,1
179.8,64.4,2,1,0,4,2,1,1,0,1,0,0
166.9,65.6,3,0,0,7,2,1,1,0,2,1,2
177.0,74.9,3,2,1,5,1,1,0,0,0,1,0
181.6,71.6,1,3,1,6,3,0,0,0,0,1,1
173.5,61.5,1,2,1,6,3,0,2,7,1,0,1
172.7,65.8,2,2,1,4,3,1,0,2,1,2,0
167.9,65.9,1,2,3,4,1,3,1,8,1,0,0
169.0,61.9,2,0,1,4,2,1,2,5,2,0,1
166.9,65.6,2,0,1,6,2,0,0,0,0,0,1
168.9,50.9,2,4,0,5,2,2,2,0,0,1,1
172.7,69.0,2,2,0,6,1,3,3,5,0,0,1
171.2,67.9,2,2,3,5,1,0,1,0,2,0,1
170.4,65.7,0,2,1,4,3,2,3,0,2,1,1
180.5,68.8,2,0,1,5,2,1,2,8,2,1,1
173.3,51.3,4,2,1,4,2,1,0,0,0,1,0
177.2,61.9,2,2,0,6,3,3,1,0,1,0,1
167.8,72.5,2,2,0,6,2,1,0,0,2,0,1
173.4,66.8,2,2,1,7,2,3,0,0,1,0,2
174.5,67.7,0,0,1,6,3,0,0,0,0,2,1
174.6,74.6,3,5,3,6,2,1,0,0,1,0,2
169.4,62.9,1,2,3,5,3,1,0,0,1,1,0
178.2,63.6,1,2,1,6,2,1,0,0,0,0,1
172.5,68.7,2,2,1,4,3,1,0,0,0,1,0
172.9,61.6,3,1,1,5,1,1,0,0,1,0,0
169.6,67.8,1,1,1,5,2,1,0,9,1,1,0
